STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
859212,99999, 20091031,   57.7, 7,   52.8, 7, 9999.9, 0, 9999.9, 0,   6.8, 7,  23.1, 7, 999.9, 999.9,   59.0*,  55.4*, 0.00I,999.9, 100000,
859212,99999, 20091101,   58.1, 8,   52.7, 8, 9999.9, 0, 9999.9, 0,   5.7, 8,   4.7, 8,   8.0, 999.9,   60.8*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20091106,   64.4, 4,   44.6, 4, 9999.9, 0, 9999.9, 0,   6.6, 4,  14.0, 4,  15.9, 999.9,   66.2*,  62.6*, 0.00I,999.9, 000000,
859212,99999, 20091107,   55.0, 5,   43.2, 5, 9999.9, 0, 9999.9, 0,   6.2, 5,   7.6, 5,  14.0, 999.9,   62.6*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20091108,   58.2, 7,   47.2, 7, 9999.9, 0, 9999.9, 0,   6.2, 7,   8.4, 7,  15.0, 999.9,   66.2*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20091113,   58.6, 9,   52.4, 9, 9999.9, 0, 9999.9, 0,   5.4, 9,   6.2, 9,  12.0, 999.9,   66.2*,  50.0*, 0.00I,999.9, 000000,
859212,99999, 20091114,   67.3, 8,   53.2, 8, 9999.9, 0, 9999.9, 0,   6.2, 8,   5.8, 8,  12.0, 999.9,   73.4*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20091115,   71.9, 7,   45.6, 7, 9999.9, 0, 9999.9, 0,   6.2, 7,   6.6, 7,  14.0, 999.9,   87.8*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20091116,   61.5, 5,   50.7, 5, 9999.9, 0, 9999.9, 0,   6.2, 5,   2.6, 5,   5.1, 999.9,   68.0*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20091121,   60.8, 5,   52.9, 5, 9999.9, 0, 9999.9, 0,   6.3, 5,   5.4, 5,   8.9, 999.9,   68.0*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20091122,   61.3, 7,   52.6, 7, 9999.9, 0, 9999.9, 0,   6.3, 7,   4.6, 7,   9.9, 999.9,   68.0*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20091123,   57.6, 5,   52.9, 5, 9999.9, 0, 9999.9, 0,   5.7, 5,   4.6, 5,   6.0, 999.9,   66.2*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20091127,   73.9, 4,   54.1, 4, 9999.9, 0, 9999.9, 0,   6.2, 4,  11.3, 4,  15.0, 999.9,   77.0*,  69.8*, 0.00I,999.9, 000000,
859212,99999, 20091128,   58.1,23,   50.5,23, 9999.9, 0, 9999.9, 0,   6.2,23,   4.1,23,   9.9, 999.9,   69.8*,  46.4*, 0.00I,999.9, 000000,
859212,99999, 20091129,   63.2,19,   51.3,19, 9999.9, 0, 9999.9, 0,   6.2,19,   7.6,19,  19.0, 999.9,   75.2*,  48.2*, 0.00I,999.9, 000000,
859212,99999, 20091130,   62.7,23,   49.6,23, 9999.9, 0, 9999.9, 0,   6.2,23,   5.5,23,  16.9, 999.9,   77.0*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20091201,   61.6,20,   47.2,20, 9999.9, 0, 9999.9, 0,   5.9,20,   6.4,20,  14.0, 999.9,   73.4*,  44.6*, 0.00I,999.9, 100000,
859212,99999, 20091202,   64.6,23,   50.8,23, 9999.9, 0, 9999.9, 0,   6.2,23,   5.4,23,  14.0, 999.9,   84.2*,  50.0*, 0.00I,999.9, 000000,
859212,99999, 20091203,   60.5,20,   52.0,20, 9999.9, 0, 9999.9, 0,   5.6,20,   5.0,20,  13.0, 999.9,   71.6*,  50.0*, 0.00I,999.9, 100000,
859212,99999, 20091204,   55.0,22,   52.0,22, 9999.9, 0, 9999.9, 0,   4.4,22,   4.4,22,   9.9, 999.9,   60.8*,  50.0*, 0.00I,999.9, 000000,
859212,99999, 20091205,   57.0,22,   49.7,22, 9999.9, 0, 9999.9, 0,   5.8,22,   6.0,22,  12.0, 999.9,   66.2*,  48.2*, 0.00I,999.9, 000000,
859212,99999, 20091206,   56.3,23,   51.4,23, 9999.9, 0, 9999.9, 0,   5.8,23,   4.1,23,   9.9, 999.9,   62.6*,  51.8*, 0.00I,999.9, 100000,
859212,99999, 20091207,   57.9,21,   50.1,21, 9999.9, 0, 9999.9, 0,   6.1,21,   6.7,21,  18.1, 999.9,   68.0*,  50.0*, 0.00I,999.9, 000000,
859212,99999, 20091208,   59.6,16,   51.9,16, 9999.9, 0, 9999.9, 0,   6.1,16,   5.9,16,  14.0, 999.9,   64.4*,  48.2*, 0.00I,999.9, 000000,
859212,99999, 20091209,   56.5,24,   52.2,24, 9999.9, 0, 9999.9, 0,   5.7,24,   5.5,24,  12.0, 999.9,   62.6*,  48.2*, 0.00I,999.9, 000000,
859212,99999, 20091210,   56.4,21,   53.8,21, 9999.9, 0, 9999.9, 0,   5.6,21,   5.0,21,   8.0, 999.9,   60.8*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20091211,   59.0,20,   54.2,20, 9999.9, 0, 9999.9, 0,   6.5,20,   4.5,20,  14.0, 999.9,   64.4*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20091212,   59.2,18,   53.7,18, 9999.9, 0, 9999.9, 0,   5.0,18,   5.8,18,  12.0, 999.9,   66.2*,  48.2*, 0.00I,999.9, 000000,
859212,99999, 20091213,   63.2,24,   54.7,24, 9999.9, 0, 9999.9, 0,   6.2,24,   5.0,24,  16.9, 999.9,   82.4*,  50.0*, 0.00I,999.9, 000000,
859212,99999, 20091214,   65.1,21,   55.5,21, 9999.9, 0, 9999.9, 0,   6.1,21,   5.1,21,  11.1, 999.9,   73.4*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20091215,   58.6,24,   53.8,24, 9999.9, 0, 9999.9, 0,   5.3,24,   5.0,24,  14.0, 999.9,   64.4*,  51.8*, 0.00I,999.9, 100000,
859212,99999, 20091216,   62.3,18,   53.4,18, 9999.9, 0, 9999.9, 0,   5.9,18,   5.5,18,  12.0, 999.9,   71.6*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20091217,   62.5,12,   54.7,12, 9999.9, 0, 9999.9, 0,   6.0,12,   8.4,12,  13.0, 999.9,   68.0*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20091218,   60.4,16,   53.7,16, 9999.9, 0, 9999.9, 0,   5.1,16,   5.9,16,  14.0, 999.9,   68.0*,  51.8*, 0.00I,999.9, 100000,
859212,99999, 20091219,   64.1,16,   48.1,16, 9999.9, 0, 9999.9, 0,   6.2,16,   5.1,16,   9.9, 999.9,   77.0*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20091220,   62.8,19,   54.6,19, 9999.9, 0, 9999.9, 0,   5.8,19,   4.5,19,  15.9, 999.9,   78.8*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20091221,   59.7,18,   50.4,18, 9999.9, 0, 9999.9, 0,   6.1,18,   5.2,18,  12.0, 999.9,   66.2*,  48.2*, 0.00I,999.9, 000000,
859212,99999, 20091222,   62.8,15,   54.3,15, 9999.9, 0, 9999.9, 0,   6.3,15,   6.1,15,  11.1, 999.9,   68.0*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20091223,   58.2,18,   52.0,18, 9999.9, 0, 9999.9, 0,   6.2,18,   4.4,18,   9.9, 999.9,   69.8*,  48.2*, 0.00I,999.9, 000000,
859212,99999, 20091224,   62.7,13,   55.1,13, 9999.9, 0, 9999.9, 0,   6.2,13,   5.1,13,  12.0, 999.9,   69.8*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20091225,   70.9,13,   53.2,13, 9999.9, 0, 9999.9, 0,   6.0,13,   6.1,13,   9.9, 999.9,   80.6*,  59.0*, 0.00I,999.9, 000000,
859212,99999, 20091226,   67.0, 9,   56.6, 9, 9999.9, 0, 9999.9, 0,   5.9, 9,   7.0, 9,  12.0, 999.9,   71.6*,  59.0*, 0.00I,999.9, 000000,
859212,99999, 20091227,   63.9,18,   55.0,18, 9999.9, 0, 9999.9, 0,   6.3,17,   4.8,18,  11.1, 999.9,   73.4*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20091228,   59.0,18,   51.7,17, 9999.9, 0, 9999.9, 0,   6.0,18,   4.3,18,  15.9, 999.9,   69.8*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20091229,   64.5,18,   53.5,18, 9999.9, 0, 9999.9, 0,   6.0,18,   5.8,18,  15.9, 999.9,   75.2*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20091230,   63.8,19,   52.4,19, 9999.9, 0, 9999.9, 0,   6.2,19,   3.8,19,   8.9, 999.9,   71.6*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20091231,   62.7,23,   56.2,23, 9999.9, 0, 9999.9, 0,   6.1,23,   5.5,23,  13.0, 999.9,   69.8*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20100101,   66.0,24,   54.3,24, 9999.9, 0, 9999.9, 0,   6.2,24,   5.1,24,  13.0, 999.9,   78.8*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20100102,   63.2,21,   56.3,21, 9999.9, 0, 9999.9, 0,   6.0,21,   3.8,21,  13.0, 999.9,   71.6*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20100103,   60.0,24,   55.7,24, 9999.9, 0, 9999.9, 0,   6.2,24,   4.1,24,   8.9, 999.9,   66.2*,  55.4*, 0.00I,999.9, 100000,
859212,99999, 20100104,   61.5,24,   56.3,24, 9999.9, 0, 9999.9, 0,   5.9,24,   3.3,23,  15.0, 999.9,   71.6*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20100105,   64.2,22,   56.4,22, 9999.9, 0, 9999.9, 0,   6.3,22,   5.9,22,  15.9, 999.9,   77.0*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20100106,   64.2,24,   55.2,24, 9999.9, 0, 9999.9, 0,   6.1,24,   5.0,24,  11.1, 999.9,   73.4*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20100107,   60.9,23,   55.3,23, 9999.9, 0, 9999.9, 0,   6.0,23,   4.7,23,  11.1, 999.9,   68.0*,  53.6*, 0.00I,999.9, 100000,
859212,99999, 20100108,   62.1,24,   53.1,24, 9999.9, 0, 9999.9, 0,   6.3,24,   3.9,24,  13.0, 999.9,   78.8*,  50.0*, 0.00I,999.9, 000000,
859212,99999, 20100109,   69.8,12,   54.5,12, 9999.9, 0, 9999.9, 0,   6.4,12,   7.1,12,  12.0, 999.9,   75.2*,  59.0*, 0.00I,999.9, 000000,
859212,99999, 20100110,   61.0,23,   54.8,23, 9999.9, 0, 9999.9, 0,   5.9,23,   4.5,23,  14.0, 999.9,   66.2*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20100111,   58.6,21,   53.4,21, 9999.9, 0, 9999.9, 0,   5.5,21,   4.6,21,   9.9, 999.9,   66.2*,  50.0*, 0.00I,999.9, 000000,
859212,99999, 20100112,   68.5,24,   54.3,24, 9999.9, 0, 9999.9, 0,   6.2,24,   7.5,24,  22.0, 999.9,   82.4*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20100113,   67.0,23,   54.5,23, 9999.9, 0, 9999.9, 0,   6.6,23,   4.0,23,   9.9, 999.9,   82.4*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20100114,   60.3,23,   54.7,23, 9999.9, 0, 9999.9, 0,   5.2,23,   5.2,23,  12.0, 999.9,   71.6*,  53.6*, 0.00I,999.9, 100000,
859212,99999, 20100115,   59.4,23,   55.2,23, 9999.9, 0, 9999.9, 0,   6.2,23,   4.4,23,  12.0, 999.9,   66.2*,  55.4*, 0.00I,999.9, 100000,
859212,99999, 20100116,   58.4,24,   55.1,24, 9999.9, 0, 9999.9, 0,   4.7,24,   3.3,24,  12.0, 999.9,   64.4*,  55.4*, 0.00I,999.9, 100000,
859212,99999, 20100117,   59.3,21,   55.5,21, 9999.9, 0, 9999.9, 0,   5.8,21,   4.6,21,  15.0, 999.9,   64.4*,  51.8*, 0.00I,999.9, 100000,
859212,99999, 20100118,   60.0,21,   54.3,21, 9999.9, 0, 9999.9, 0,   5.4,21,   4.1,21,  11.1, 999.9,   68.0*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20100119,   61.2,24,   53.2,24, 9999.9, 0, 9999.9, 0,   6.2,24,   4.7,24,  12.0, 999.9,   73.4*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20100120,   67.7,23,   54.6,23, 9999.9, 0, 9999.9, 0,   5.7,23,   4.6,23,  13.0, 999.9,   93.2*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20100121,   61.9,23,   56.7,23, 9999.9, 0, 9999.9, 0,   4.5,23,   5.2,23,  12.0, 999.9,   68.0*,  55.4*, 0.00I,999.9, 100000,
859212,99999, 20100122,   60.4,23,   57.1,23, 9999.9, 0, 9999.9, 0,   3.8,23,   3.8,23,  11.1, 999.9,   68.0*,  55.4*, 0.00I,999.9, 100000,
859212,99999, 20100123,   59.2,23,   56.1,23, 9999.9, 0, 9999.9, 0,   5.6,23,   4.9,23,  11.1, 999.9,   66.2*,  53.6*, 0.00I,999.9, 100000,
859212,99999, 20100124,   60.5,23,   55.3,23, 9999.9, 0, 9999.9, 0,   6.1,23,   4.3,23,   9.9, 999.9,   66.2*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20100125,   61.6,22,   57.5,21, 9999.9, 0, 9999.9, 0,   6.1,22,   5.1,22,  16.9, 999.9,   68.0*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20100126,   62.2,18,   57.0,18, 9999.9, 0, 9999.9, 0,   6.4,18,   2.2,18,   8.9, 999.9,   71.6*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20100128,   66.9, 8,   60.1, 8, 9999.9, 0, 9999.9, 0,   6.5, 8,  10.3, 8,  15.0, 999.9,   68.0*,  64.4*, 0.00I,999.9, 000000,
859212,99999, 20100129,   61.1,20,   56.0,20, 9999.9, 0, 9999.9, 0,   5.0,20,   3.7,20,   9.9, 999.9,   68.0*,  55.4*, 0.00I,999.9, 100000,
859212,99999, 20100130,   63.5,23,   55.6,23, 9999.9, 0, 9999.9, 0,   6.3,23,   4.1,23,  11.1, 999.9,   75.2*,  55.4*, 0.00I,999.9, 100000,
859212,99999, 20100131,   66.2,21,   54.9,21, 9999.9, 0, 9999.9, 0,   6.2,21,   4.7,21,  11.1, 999.9,   78.8*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20100201,   61.3,23,   55.5,23, 9999.9, 0, 9999.9, 0,   6.2,23,   4.9,23,  13.0, 999.9,   68.0*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20100202,   59.3,21,   53.0,21, 9999.9, 0, 9999.9, 0,   6.1,21,   5.0,21,   9.9, 999.9,   66.2*,  53.6*, 0.00I,999.9, 100000,
859212,99999, 20100203,   61.5,23,   51.2,23, 9999.9, 0, 9999.9, 0,   6.5,23,   5.5,23,  15.0, 999.9,   73.4*,  50.0*, 0.00I,999.9, 000000,
859212,99999, 20100204,   59.8,15,   53.2,15, 9999.9, 0, 9999.9, 0,   6.2,15,   2.4,15,   7.0, 999.9,   68.0*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20100205,   59.9,19,   52.5,19, 9999.9, 0, 9999.9, 0,   6.3,19,   5.9,19,  11.1, 999.9,   66.2*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20100206,   60.1,23,   53.8,23, 9999.9, 0, 9999.9, 0,   5.9,23,   3.7,23,  12.0, 999.9,   69.8*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20100207,   63.5,24,   53.4,24, 9999.9, 0, 9999.9, 0,   6.5,24,   4.4,24,  14.0, 999.9,   75.2*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20100208,   67.0,20,   58.8,20, 9999.9, 0, 9999.9, 0,   6.2,20,   4.0,20,   9.9, 999.9,   82.4*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20100209,   66.9,20,   56.7,20, 9999.9, 0, 9999.9, 0,   6.2,20,   5.2,20,  13.0, 999.9,   80.6*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20100210,   62.6,19,   56.3,19, 9999.9, 0, 9999.9, 0,   5.0,19,   5.4,19,  12.0, 999.9,   71.6*,  55.4*, 0.00I,999.9, 100000,
859212,99999, 20100211,   59.8,23,   55.2,23, 9999.9, 0, 9999.9, 0,   4.9,23,   3.3,23,  12.0, 999.9,   68.0*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20100212,   62.6,15,   54.8,15, 9999.9, 0, 9999.9, 0,   6.0,15,   3.2,15,   8.9, 999.9,   71.6*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20100213,   64.1,22,   53.6,22, 9999.9, 0, 9999.9, 0,   6.3,22,   4.7,22,  15.0, 999.9,   75.2*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20100214,   59.4,20,   55.4,20, 9999.9, 0, 9999.9, 0,   4.5,20,   5.3,20,  12.0, 999.9,   66.2*,  53.6*, 0.00I,999.9, 100000,
859212,99999, 20100215,   57.4,19,   53.0,19, 9999.9, 0, 9999.9, 0,   3.8,19,   3.9,19,  12.0, 999.9,   66.2*,  51.8*, 0.00I,999.9, 100000,
859212,99999, 20100216,   57.7,21,   53.3,21, 9999.9, 0, 9999.9, 0,   4.8,20,   4.4,21,  13.0, 999.9,   64.4*,  51.8*, 0.00I,999.9, 100000,
859212,99999, 20100217,   59.5,22,   54.6,22, 9999.9, 0, 9999.9, 0,   4.9,22,   3.9,22,   9.9, 999.9,   66.2*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20100218,   60.5,23,   54.5,23, 9999.9, 0, 9999.9, 0,   6.2,23,   4.3,23,  14.0, 999.9,   71.6*,  50.0*, 0.00I,999.9, 000000,
859212,99999, 20100219,   66.7,20,   55.0,20, 9999.9, 0, 9999.9, 0,   6.2,20,   7.9,20,  18.1, 999.9,   80.6*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20100220,   65.0,22,   53.4,22, 9999.9, 0, 9999.9, 0,   6.0,22,   3.3,21,   9.9, 999.9,   77.0*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20100221,   60.7,20,   54.0,20, 9999.9, 0, 9999.9, 0,   5.4,20,   4.8,20,  15.0, 999.9,   66.2*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20100222,   58.0,12,   54.1,12, 9999.9, 0, 9999.9, 0,   6.9,12,   2.9,12,   8.9, 999.9,   60.8*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20100223,   61.2,13,   52.9,13, 9999.9, 0, 9999.9, 0,   6.2,13,   5.7,13,  12.0, 999.9,   68.0*,  50.0*, 0.00I,999.9, 000000,
859212,99999, 20100224,   59.4,19,   53.1,19, 9999.9, 0, 9999.9, 0,   6.5,19,   4.5,19,  12.0, 999.9,   66.2*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20100225,   60.2,23,   55.1,23, 9999.9, 0, 9999.9, 0,   6.8,23,   4.4,23,  14.0, 999.9,   68.0*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20100226,   62.1,22,   55.6,22, 9999.9, 0, 9999.9, 0,   6.8,22,   3.7,22,   9.9, 999.9,   69.8*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20100227,   58.7,14,   55.1,14, 9999.9, 0, 9999.9, 0,   6.1,14,   2.3,14,   8.0, 999.9,   64.4*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20100301,   60.2,15,   55.4,15, 9999.9, 0, 9999.9, 0,   6.2,15,   3.1,15,  11.1, 999.9,   69.8*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20100302,   67.8,16,   58.2,16, 9999.9, 0, 9999.9, 0,   7.0,16,   4.3,16,   9.9, 999.9,   73.4*,  60.8*, 0.00I,999.9, 000000,
859212,99999, 20100303,   62.4,21,   56.4,21, 9999.9, 0, 9999.9, 0,   6.3,21,   3.6,21,  12.0, 999.9,   75.2*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20100304,   61.9,23,   54.1,23, 9999.9, 0, 9999.9, 0,   6.2,23,   3.3,23,  13.0, 999.9,   71.6*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20100305,   61.1,22,   54.9,22, 9999.9, 0, 9999.9, 0,   6.0,22,   3.7,22,   8.0, 999.9,   69.8*,  53.6*, 0.00I,999.9, 100000,
859212,99999, 20100306,   60.4,24,   57.1,24, 9999.9, 0, 9999.9, 0,   4.2,24,   3.4,24,   9.9, 999.9,   68.0*,  55.4*, 0.00I,999.9, 100000,
859212,99999, 20100307,   62.4,24,   56.2,24, 9999.9, 0, 9999.9, 0,   6.7,24,   3.4,24,   8.9, 999.9,   68.0*,  59.0*, 0.00I,999.9, 000000,
859212,99999, 20100308,   65.0,20,   56.8,20, 9999.9, 0, 9999.9, 0,   6.2,20,   6.6,19,  15.0, 999.9,   78.8*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20100309,   62.2,20,   52.0,20, 9999.9, 0, 9999.9, 0,   6.1,20,   2.8,20,   9.9, 999.9,   73.4*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20100310,   60.6,16,   54.6,16, 9999.9, 0, 9999.9, 0,   5.2,16,   4.6,16,   9.9, 999.9,   66.2*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20100311,   58.9,23,   54.1,23, 9999.9, 0, 9999.9, 0,   6.3,23,   2.0,23,   7.0, 999.9,   62.6*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20100312,   62.1,19,   56.0,19, 9999.9, 0, 9999.9, 0,   5.4,19,   3.5,19,  11.1, 999.9,   68.0*,  57.2*, 0.00I,999.9, 100000,
859212,99999, 20100313,   61.6,18,   54.1,18, 9999.9, 0, 9999.9, 0,   5.6,18,   3.6,18,   9.9, 999.9,   68.0*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20100314,   58.8,23,   54.2,22, 9999.9, 0, 9999.9, 0,   5.8,23,   2.6,23,   9.9, 999.9,   66.2*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20100315,   58.8,23,   56.3,23, 9999.9, 0, 9999.9, 0,   3.0,23,   4.7,22,  11.1, 999.9,   68.0*,  51.8*, 0.00I,999.9, 100000,
859212,99999, 20100316,   61.7,21,   57.1,21, 9999.9, 0, 9999.9, 0,   6.0,21,   5.4,21,  11.1, 999.9,   66.2*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20100317,   64.0,21,   56.9,21, 9999.9, 0, 9999.9, 0,   6.2,21,   3.3,19,   9.9, 999.9,   69.8*,  59.0*, 0.00I,999.9, 000000,
859212,99999, 20100318,   59.8,17,   53.8,17, 9999.9, 0, 9999.9, 0,   6.2,17,   4.1,17,  11.1, 999.9,   69.8*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20100319,   60.4,21,   54.7,21, 9999.9, 0, 9999.9, 0,   6.2,21,   3.0,21,   9.9, 999.9,   69.8*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20100320,   60.4,23,   57.3,23, 9999.9, 0, 9999.9, 0,   5.7,23,   3.7,23,   9.9, 999.9,   66.2*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20100321,   62.8,21,   53.9,21, 9999.9, 0, 9999.9, 0,   6.2,21,   5.8,21,  15.0, 999.9,   73.4*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20100322,   61.4,22,   52.5,22, 9999.9, 0, 9999.9, 0,   6.2,22,   3.3,22,   8.9, 999.9,   71.6*,  50.0*, 0.00I,999.9, 000000,
859212,99999, 20100323,   61.4,23,   52.7,22, 9999.9, 0, 9999.9, 0,   6.2,23,   4.3,23,  11.1, 999.9,   75.2*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20100324,   60.3,21,   55.7,21, 9999.9, 0, 9999.9, 0,   5.7,21,   4.2,21,   8.0, 999.9,   68.0*,  51.8*, 0.00I,999.9, 100000,
859212,99999, 20100325,   57.0,24,   55.6,24, 9999.9, 0, 9999.9, 0,   2.6,24,   4.0,24,   9.9, 999.9,   64.4*,  51.8*, 0.00I,999.9, 100000,
859212,99999, 20100326,   60.7,21,   55.5,21, 9999.9, 0, 9999.9, 0,   3.7,21,   4.0,21,   8.9, 999.9,   71.6*,  53.6*, 0.00I,999.9, 100000,
859212,99999, 20100327,   58.3,22,   54.7,22, 9999.9, 0, 9999.9, 0,   5.9,22,   4.0,22,  12.0, 999.9,   64.4*,  50.0*, 0.00I,999.9, 100000,
859212,99999, 20100328,   57.4,22,   54.8,22, 9999.9, 0, 9999.9, 0,   3.7,22,   2.9,22,  11.1, 999.9,   62.6*,  53.6*, 0.00I,999.9, 100000,
859212,99999, 20100329,   57.7,19,   53.9,19, 9999.9, 0, 9999.9, 0,   4.3,19,   4.5,19,   9.9, 999.9,   66.2*,  50.0*, 0.00I,999.9, 100000,
859212,99999, 20100330,   56.8,22,   53.6,22, 9999.9, 0, 9999.9, 0,   4.8,22,   3.9,22,   9.9, 999.9,   64.4*,  51.8*, 0.00I,999.9, 100000,
859212,99999, 20100331,   60.0,16,   56.5,16, 9999.9, 0, 9999.9, 0,   3.5,16,   3.1,16,   8.9, 999.9,   66.2*,  55.4*,99.99 ,999.9, 010000,
859212,99999, 20100401,   62.1,23,   55.8,23, 9999.9, 0, 9999.9, 0,   6.3,23,   4.7,23,  12.0, 999.9,   73.4*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20100402,   60.7,21,   52.3,21, 9999.9, 0, 9999.9, 0,   6.4,21,   4.0,21,   8.9, 999.9,   73.4*,  48.2*, 0.00I,999.9, 000000,
859212,99999, 20100403,   58.2,24,   48.9,24, 9999.9, 0, 9999.9, 0,   6.2,24,   4.8,24,  12.0, 999.9,   66.2*,  48.2*, 0.00I,999.9, 000000,
859212,99999, 20100404,   56.2,22,   51.9,22, 9999.9, 0, 9999.9, 0,   6.3,22,   4.6,22,   9.9, 999.9,   68.0*,  46.4*, 0.00I,999.9, 000000,
859212,99999, 20100405,   55.2,22,   53.5,22, 9999.9, 0, 9999.9, 0,   2.8,22,   2.8,22,   5.1, 999.9,   60.8*,  51.8*, 0.00I,999.9, 100000,
859212,99999, 20100406,   57.5,20,   54.7,20, 9999.9, 0, 9999.9, 0,   4.2,20,   2.4,20,   8.0, 999.9,   60.8*,  55.4*,99.99 ,999.9, 010000,
859212,99999, 20100407,   61.3,17,   55.3,17, 9999.9, 0, 9999.9, 0,   6.2,17,   3.8,17,  11.1, 999.9,   68.0*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20100408,   55.5,22,   51.4,22, 9999.9, 0, 9999.9, 0,   5.6,22,   3.7,22,   9.9, 999.9,   66.2*,  46.4*, 0.00I,999.9, 000000,
859212,99999, 20100409,   56.2,23,   52.7,23, 9999.9, 0, 9999.9, 0,   5.8,23,   2.1,23,   8.9, 999.9,   62.6*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20100410,   56.2,24,   51.4,24, 9999.9, 0, 9999.9, 0,   5.9,24,   3.2,24,  11.1, 999.9,   69.8*,  46.4*, 0.00I,999.9, 000000,
859212,99999, 20100411,   59.3,21,   52.9,21, 9999.9, 0, 9999.9, 0,   6.1,21,   3.1,21,   8.9, 999.9,   71.6*,  50.0*, 0.00I,999.9, 000000,
859212,99999, 20100412,   57.5,20,   52.3,20, 9999.9, 0, 9999.9, 0,   5.2,20,   3.6,20,   9.9, 999.9,   62.6*,  48.2*, 0.00I,999.9, 100000,
