STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
859212,99999, 20151221,   59.8,24,   48.4,24, 9999.9, 0, 9999.9, 0,   6.2,10,   5.0,24,   9.9, 999.9,   68.0*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20151222,   61.7,24,   49.2,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.1,24,   9.9, 999.9,   71.6*,  50.0*, 0.00I,999.9, 000000,
859212,99999, 20151223,   65.0,24,   50.1,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.7,24,  14.0, 999.9,   80.6*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20151224,   63.9,24,   47.0,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.2,24,  13.0, 999.9,   77.0*,  50.0*, 0.00I,999.9, 000000,
859212,99999, 20151225,   60.1,24,   50.1,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.4,24,  13.0, 999.9,   68.0*,  50.0*, 0.00I,999.9, 000000,
859212,99999, 20151226,   59.1,24,   51.1,24, 9999.9, 0, 9999.9, 0,   2.8, 8,   4.2,24,  12.0, 999.9,   68.0*,  50.0*, 0.00I,999.9, 100000,
859212,99999, 20151227,   59.5,24,   51.2,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.2,24,  13.0, 999.9,   66.2*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20151228,   60.2,24,   54.1,24, 9999.9, 0, 9999.9, 0,   6.0,12,   4.4,24,   9.9, 999.9,   66.2*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20151229,   61.7,24,   55.4,24, 9999.9, 0, 9999.9, 0,   5.0,24,   4.3,24,   8.9, 999.9,   69.8*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20151230,   66.2,24,   55.6,24, 9999.9, 0, 9999.9, 0,   6.2,16,   4.5,24,  12.0, 999.9,   78.8*,  59.0*, 0.00I,999.9, 000000,
859212,99999, 20151231,   63.0,24,   52.5,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.8,24,  12.0, 999.9,   69.8*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20160101,   62.1,24,   54.6,24, 9999.9, 0, 9999.9, 0,   6.0,22,   5.2,24,  12.0, 999.9,   68.0*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20160102,   63.6,24,   55.3,24, 9999.9, 0, 9999.9, 0,   6.2,20,   5.1,24,   9.9, 999.9,   69.8*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20160103,   63.2,24,   55.2,24, 9999.9, 0, 9999.9, 0,   6.2,17,   4.4,24,  15.0, 999.9,   69.8*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20160104,   63.6,24,   57.4,24, 9999.9, 0, 9999.9, 0,   5.3,24,   4.5,23,  14.0, 999.9,   68.0*,  60.8*, 0.00I,999.9, 000000,
859212,99999, 20160105,   63.5,22,   57.6,22, 9999.9, 0, 9999.9, 0,   6.2,19,   5.0,22,  14.0, 999.9,   75.2*,  59.0*, 0.00I,999.9, 000000,
859212,99999, 20160106,   65.4,24,   59.1,24, 9999.9, 0, 9999.9, 0,   6.2,23,   6.5,24,  14.0, 999.9,   71.6*,  60.8*, 0.00I,999.9, 000000,
859212,99999, 20160107,   63.9,22,   57.5,22, 9999.9, 0, 9999.9, 0,   4.8,19,   3.8,22,  11.1, 999.9,   71.6*,  59.0*,99.99 ,999.9, 110000,
859212,99999, 20160108,   65.9,24,   56.3,24, 9999.9, 0, 9999.9, 0,   6.2,23,   5.3,24,   9.9, 999.9,   71.6*,  60.8*, 0.00I,999.9, 000000,
859212,99999, 20160109,   65.7,24,   55.1,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   4.2,24,   9.9, 999.9,   77.0*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20160110,   65.3,24,   54.6,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   4.6,24,  12.0, 999.9,   71.6*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20160111,   63.9,24,   54.5,24, 9999.9, 0, 9999.9, 0,   6.2,18,   4.4,24,  11.1, 999.9,   69.8*,  59.0*, 0.00I,999.9, 000000,
859212,99999, 20160112,   64.9,24,   50.6,24, 9999.9, 0, 9999.9, 0,   6.2,13,   4.0,24,  13.0, 999.9,   73.4*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20160113,   65.1,24,   52.8,24, 9999.9, 0, 9999.9, 0,   6.2, 5,   4.8,24,   9.9, 999.9,   73.4*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20160114,   67.2,24,   57.0,24, 9999.9, 0, 9999.9, 0,   6.2,18,   4.6,24,  12.0, 999.9,   73.4*,  62.6*, 0.00I,999.9, 000000,
859212,99999, 20160115,   68.7,24,   53.6,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.9,23,  13.0, 999.9,   84.2*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20160116,   69.7,24,   55.4,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.5,24,  12.0, 999.9,   82.4*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20160117,   65.7,24,   55.6,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.9,24,  14.0, 999.9,   73.4*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20160118,   64.4,24,   57.1,24, 9999.9, 0, 9999.9, 0,   5.2, 9,   6.4,24,  14.0, 999.9,   71.6*,  59.0*, 0.00I,999.9, 000000,
859212,99999, 20160119,   65.1,24,   56.4,24, 9999.9, 0, 9999.9, 0,   5.3, 9,   3.9,24,   9.9, 999.9,   73.4*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20160120,   65.3,24,   58.2,24, 9999.9, 0, 9999.9, 0,   5.8,11,   5.2,24,   9.9, 999.9,   73.4*,  59.0*, 0.00I,999.9, 000000,
859212,99999, 20160121,   66.7,24,   58.0,24, 9999.9, 0, 9999.9, 0,   5.1,19,   4.7,24,  11.1, 999.9,   75.2*,  60.8*, 0.00I,999.9, 000000,
859212,99999, 20160122,   65.8,24,   55.9,24, 9999.9, 0, 9999.9, 0,   6.2, 5,   4.8,24,  12.0, 999.9,   75.2*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20160123,   64.8,24,   57.1,24, 9999.9, 0, 9999.9, 0,   6.2,14,   4.0,24,   9.9, 999.9,   73.4*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20160124,   66.6,24,   56.7,24, 9999.9, 0, 9999.9, 0,   5.6,21,   6.5,24,  14.0, 999.9,   75.2*,  59.0*,99.99 ,999.9, 010000,
859212,99999, 20160125,   64.6,24,   57.7,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   3.5,24,   8.0, 999.9,   73.4*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20160126,   66.3,24,   50.3,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   4.0,24,   9.9, 999.9,   77.0*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20160127,   67.8,24,   56.5,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   4.5,23,  13.0, 999.9,   78.8*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20160128,   68.9,24,   60.1,24, 9999.9, 0, 9999.9, 0,   6.2, 7,   4.9,24,  13.0, 999.9,   77.0*,  60.8*, 0.00I,999.9, 000000,
859212,99999, 20160129,   67.1,24,   58.3,24, 9999.9, 0, 9999.9, 0,   6.2, 7,   4.0,24,  12.0, 999.9,   77.0*,  59.0*, 0.00I,999.9, 000000,
859212,99999, 20160130,   65.8,24,   57.4,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.4,24,  15.0, 999.9,   71.6*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20160131,   66.1,24,   59.5,24, 9999.9, 0, 9999.9, 0,   5.4,17,   5.9,24,   9.9, 999.9,   71.6*,  62.6*,99.99 ,999.9, 010000,
859212,99999, 20160201,   65.1,24,   58.9,24, 9999.9, 0, 9999.9, 0,   5.0,18,   4.0,24,   8.0, 999.9,   69.8*,  60.8*, 0.00I,999.9, 000000,
859212,99999, 20160202,   65.0,24,   60.0,24, 9999.9, 0, 9999.9, 0,   5.4,24,   3.8,24,   8.9, 999.9,   69.8*,  62.6*,99.99 ,999.9, 010000,
859212,99999, 20160203,   64.3,18,   59.4,18, 9999.9, 0, 9999.9, 0,   5.7,18,   2.8,18,   7.0, 999.9,   68.0*,  62.6*, 0.00I,999.9, 000000,
859212,99999, 20160204,   65.6,24,   59.6,24, 9999.9, 0, 9999.9, 0,   5.7,24,   5.0,24,   8.9, 999.9,   69.8*,  62.6*, 0.00I,999.9, 000000,
859212,99999, 20160205,   65.7,22,   58.3,22, 9999.9, 0, 9999.9, 0,   4.6,15,   4.8,22,   9.9, 999.9,   69.8*,  62.6*, 0.00I,999.9, 000000,
859212,99999, 20160206,   61.4,24,   55.5,24, 9999.9, 0, 9999.9, 0,   5.8,10,   4.3,24,   8.9, 999.9,   69.8*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20160207,   61.1,23,   54.3,23, 9999.9, 0, 9999.9, 0,   5.9, 7,   4.2,23,   9.9, 999.9,   69.8*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20160208,   63.6,24,   56.6,24, 9999.9, 0, 9999.9, 0,   6.2,10,   3.5,24,   9.9, 999.9,   73.4*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20160209,   63.2,23,   57.9,23, 9999.9, 0, 9999.9, 0,   5.8,11,   5.1,23,  11.1, 999.9,   71.6*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20160210,   63.6,24,   58.9,24, 9999.9, 0, 9999.9, 0,   5.6,18,   4.8,24,   8.0, 999.9,   68.0*,  60.8*, 0.00I,999.9, 000000,
859212,99999, 20160211,   62.0,24,   56.0,24, 9999.9, 0, 9999.9, 0,   6.2,10,   4.3,24,   9.9, 999.9,   71.6*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20160212,   64.8,24,   57.3,24, 9999.9, 0, 9999.9, 0,   5.2,18,   5.1,24,  13.0, 999.9,   73.4*,  59.0*, 0.00I,999.9, 000000,
859212,99999, 20160213,   66.7,23,   55.9,23, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.0,23,  11.1, 999.9,   80.6*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20160214,   65.9,24,   55.8,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.7,24,  12.0, 999.9,   78.8*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20160215,   60.7,18,   52.1,18, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.0,18,  11.1, 999.9,   71.6*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20160216,   61.9,23,   56.4,23, 9999.9, 0, 9999.9, 0,   5.1,19,   4.8,22,   8.9, 999.9,   69.8*,  57.2*,99.99 ,999.9, 010000,
859212,99999, 20160217,   61.9,24,   54.5,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   4.6,24,   9.9, 999.9,   71.6*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20160218,   64.0,20,   52.7,20, 9999.9, 0, 9999.9, 0, 999.9, 0,   4.2,20,  11.1, 999.9,   80.6*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20160219,   66.9,21,   54.2,19, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.5,21,  13.0, 999.9,   86.0*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20160220,   64.1,24,   53.9,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.2,24,  14.0, 999.9,   75.2*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20160221,   58.4,24,   53.7,24, 9999.9, 0, 9999.9, 0,   2.7, 8,   5.2,24,  11.1, 999.9,   66.2*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20160222,   60.9,24,   55.0,24, 9999.9, 0, 9999.9, 0,   4.1,14,   4.7,24,  11.1, 999.9,   69.8*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20160223,   61.6,22,   56.1,22, 9999.9, 0, 9999.9, 0, 999.9, 0,   4.9,22,  12.0, 999.9,   71.6*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20160224,   62.9,24,   57.7,24, 9999.9, 0, 9999.9, 0,   2.9,15,   3.6,24,   9.9, 999.9,   71.6*,  57.2*, 0.00I,999.9, 100000,
859212,99999, 20160225,   62.8,22,   55.2,22, 9999.9, 0, 9999.9, 0,   4.8, 4,   5.7,21,  13.0, 999.9,   73.4*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20160226,   60.7,24,   50.3,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.1,24,  13.0, 999.9,   73.4*,  46.4*, 0.00I,999.9, 000000,
859212,99999, 20160227,   60.9,21,   52.5,21, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.4,21,  11.1, 999.9,   69.8*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20160228,   62.1,24,   52.2,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.1,24,  15.0, 999.9,   71.6*,  50.0*, 0.00I,999.9, 000000,
859212,99999, 20160229,   59.9,22,   54.7,20, 9999.9, 0, 9999.9, 0,   3.1, 5,   5.0,21,   9.9, 999.9,   66.2*,  50.0*, 0.00I,999.9, 100000,
859212,99999, 20160301,   58.6,24,   54.0,24, 9999.9, 0, 9999.9, 0,   3.9,11,   4.8,24,  13.0, 999.9,   68.0*,  50.0*, 0.00I,999.9, 100000,
859212,99999, 20160302,   59.1,24,   54.0,24, 9999.9, 0, 9999.9, 0,   3.8,12,   3.7,24,   9.9, 999.9,   68.0*,  51.8*, 0.00I,999.9, 100000,
859212,99999, 20160303,   61.0,22,   56.8,22, 9999.9, 0, 9999.9, 0,   5.7,22,   3.2,22,   9.9, 999.9,   66.2*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20160304,   61.1,24,   56.9,24, 9999.9, 0, 9999.9, 0,   3.3,24,   4.2,24,   9.9, 999.9,   64.4*,  57.2*, 0.00I,999.9, 100000,
859212,99999, 20160305,   62.6,24,   58.3,24, 9999.9, 0, 9999.9, 0,   5.3,24,   3.9,24,   9.9, 999.9,   68.0*,  60.8*, 0.00I,999.9, 000000,
859212,99999, 20160306,   62.9,23,   58.0,23, 9999.9, 0, 9999.9, 0,   5.2,22,   3.5,23,   9.9, 999.9,   68.0*,  60.8*, 0.00I,999.9, 000000,
859212,99999, 20160307,   61.4,24,   54.7,24, 9999.9, 0, 9999.9, 0,   6.1,23,   3.2,24,   7.0, 999.9,   66.2*,  57.2*,99.99 ,999.9, 010000,
859212,99999, 20160308,   63.0,24,   56.9,24, 9999.9, 0, 9999.9, 0,   6.2,17,   4.2,24,   9.9, 999.9,   69.8*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20160309,   61.9,23,   55.9,23, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.6,19,  14.0, 999.9,   71.6*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20160310,   60.9,24,   56.8,24, 9999.9, 0, 9999.9, 0,   4.7,19,   4.9,24,   8.9, 999.9,   64.4*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20160311,   60.9,24,   57.1,24, 9999.9, 0, 9999.9, 0,   4.3,24,   3.1,24,   8.9, 999.9,   66.2*,  59.0*, 0.00I,999.9, 000000,
859212,99999, 20160312,   61.9,24,   56.8,24, 9999.9, 0, 9999.9, 0,   3.4,20,   4.0,24,  12.0, 999.9,   69.8*,  57.2*, 0.00I,999.9, 100000,
859212,99999, 20160313,   60.7,24,   55.6,24, 9999.9, 0, 9999.9, 0,   4.6,13,   3.0,24,   8.0, 999.9,   69.8*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20160314,   59.9,23,   55.6,23, 9999.9, 0, 9999.9, 0,   2.5,17,   3.4,23,   8.0, 999.9,   64.4*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20160315,   60.1,24,   56.1,24, 9999.9, 0, 9999.9, 0,   3.8,24,   3.7,24,   8.9, 999.9,   66.2*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20160316,   59.8,22,   55.5,22, 9999.9, 0, 9999.9, 0,   3.6,22,   4.3,22,   8.9, 999.9,   66.2*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20160317,   61.8,24,   56.5,24, 9999.9, 0, 9999.9, 0,   4.9,21,   2.9,24,   9.9, 999.9,   68.0*,  59.0*,99.99 ,999.9, 010000,
859212,99999, 20160318,   60.5,24,   52.3,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.3,24,  11.1, 999.9,   71.6*,  50.0*, 0.00I,999.9, 000000,
859212,99999, 20160319,   57.9,24,   52.0,24, 9999.9, 0, 9999.9, 0,   6.1,13,   5.7,24,  11.1, 999.9,   66.2*,  50.0*, 0.00I,999.9, 000000,
859212,99999, 20160320,   60.8,23,   55.2,23, 9999.9, 0, 9999.9, 0,   5.5,23,   4.0,23,   9.9, 999.9,   66.2*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20160321,   59.6,24,   54.3,24, 9999.9, 0, 9999.9, 0,   4.8,24,   3.7,24,   8.9, 999.9,   66.2*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20160322,   57.9,23,   53.1,23, 9999.9, 0, 9999.9, 0,   3.6,23,   3.1,23,   9.9, 999.9,   64.4*,  53.6*, 0.00I,999.9, 100000,
859212,99999, 20160323,   62.3,13,   57.3,13, 9999.9, 0, 9999.9, 0,   4.3,13,   4.5,13,   8.0, 999.9,   66.2*,  59.0*, 0.00I,999.9, 000000,
859212,99999, 20160324,   60.1,24,   56.5,24, 9999.9, 0, 9999.9, 0,   4.5,22,   3.6,24,   8.0, 999.9,   68.0*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20160325,   59.8,23,   56.2,23, 9999.9, 0, 9999.9, 0,   4.2,21,   3.6,23,   9.9, 999.9,   66.2*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20160326,   60.0,24,   56.8,24, 9999.9, 0, 9999.9, 0,   2.8,24,   3.1,24,  12.0, 999.9,   66.2*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20160327,   61.5,24,   57.4,24, 9999.9, 0, 9999.9, 0,   4.4,23,   3.1,24,   8.0, 999.9,   68.0*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20160328,   60.6,24,   57.0,24, 9999.9, 0, 9999.9, 0,   2.5,24,   2.9,24,   7.0, 999.9,   62.6*,  59.0*,99.99 ,999.9, 110000,
859212,99999, 20160329,   59.7,24,   56.2,24, 9999.9, 0, 9999.9, 0,   3.0,24,   3.5,24,   8.0, 999.9,   62.6*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20160330,   62.7,24,   56.8,24, 9999.9, 0, 9999.9, 0,   6.1,23,   3.4,24,   9.9, 999.9,   68.0*,  60.8*, 0.00I,999.9, 000000,
859212,99999, 20160331,   61.5,24,   54.7,24, 9999.9, 0, 9999.9, 0,   6.1, 8,   3.0,24,  11.1, 999.9,   73.4*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20160401,   60.8,24,   57.0,24, 9999.9, 0, 9999.9, 0,   4.6,24,   2.6,24,   6.0, 999.9,   62.6*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20160402,   63.6,24,   57.1,24, 9999.9, 0, 9999.9, 0,   4.4,20,   3.7,24,  13.0, 999.9,   71.6*,  60.8*, 0.00I,999.9, 000000,
859212,99999, 20160403,   57.5,24,   52.9,24, 9999.9, 0, 9999.9, 0,   4.7,18,   2.8,24,   8.0, 999.9,   62.6*,  51.8*,99.99 ,999.9, 010000,
859212,99999, 20160404,   59.7,24,   51.5,24, 9999.9, 0, 9999.9, 0,   6.2, 7,   3.8,24,   8.9, 999.9,   68.0*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20160405,   59.8,24,   53.4,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   2.9,24,   9.9, 999.9,   66.2*,  53.6*,99.99 ,999.9, 010000,
859212,99999, 20160406,   59.8,24,   54.2,24, 9999.9, 0, 9999.9, 0,   5.0,13,   3.9,24,  13.0, 999.9,   66.2*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20160407,   58.8,23,   51.3,23, 9999.9, 0, 9999.9, 0, 999.9, 0,   4.0,23,   8.9, 999.9,   71.6*,  50.0*, 0.00I,999.9, 000000,
859212,99999, 20160408,   58.5,24,   52.6,24, 9999.9, 0, 9999.9, 0,   3.7,16,   3.7,24,   8.0, 999.9,   64.4*,  51.8*, 0.00I,999.9, 100000,
859212,99999, 20160409,   59.2,24,   50.9,24, 9999.9, 0, 9999.9, 0,   6.2,17,   3.6,24,   8.9, 999.9,   64.4*,  50.0*, 0.00I,999.9, 000000,
859212,99999, 20160410,   57.4,24,   49.9,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   3.5,24,   9.9, 999.9,   68.0*,  48.2*, 0.00I,999.9, 000000,
859212,99999, 20160411,   56.2,24,   50.7,24, 9999.9, 0, 9999.9, 0,   5.1,17,   4.8,24,  14.0, 999.9,   62.6*,  50.0*, 0.00I,999.9, 000000,
859212,99999, 20160412,   60.3,23,   54.2,23, 9999.9, 0, 9999.9, 0,   5.0,23,   4.6,23,   9.9, 999.9,   62.6*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20160413,   57.2,24,   51.9,24, 9999.9, 0, 9999.9, 0,   6.2,23,   2.7,24,   8.0, 999.9,   62.6*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20160414,   59.0,24,   52.8,24, 9999.9, 0, 9999.9, 0,   6.2,23,   2.8,24,   8.9, 999.9,   66.2*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20160415,   61.2,24,   57.5,24, 9999.9, 0, 9999.9, 0,   3.1,24,   3.8,24,   8.9, 999.9,   62.6*,  59.0*,99.99 ,999.9, 110000,
859212,99999, 20160416,   62.8,24,   60.0,24, 9999.9, 0, 9999.9, 0,   2.2,24,   3.2,24,   8.9, 999.9,   68.0*,  60.8*,99.99 ,999.9, 110000,
859212,99999, 20160417,   59.6,24,   57.3,24, 9999.9, 0, 9999.9, 0,   2.7,24,   3.3,24,   8.9, 999.9,   62.6*,  57.2*,99.99 ,999.9, 010000,
859212,99999, 20160418,   58.9,24,   54.8,24, 9999.9, 0, 9999.9, 0,   4.9,24,   3.5,24,   8.9, 999.9,   66.2*,  55.4*,99.99 ,999.9, 010000,
859212,99999, 20160419,   60.6,24,   54.3,24, 9999.9, 0, 9999.9, 0,   6.2,18,   2.9,24,   8.0, 999.9,   71.6*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20160420,   56.0,24,   51.5,24, 9999.9, 0, 9999.9, 0,   6.1, 7,   3.6,24,  12.0, 999.9,   62.6*,  48.2*, 0.00I,999.9, 000000,
859212,99999, 20160421,   59.2,24,   54.6,24, 9999.9, 0, 9999.9, 0,   5.3,15,   4.2,24,   9.9, 999.9,   68.0*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20160422,   57.0,24,   54.4,24, 9999.9, 0, 9999.9, 0,   2.3,17,   3.4,24,  11.1, 999.9,   60.8*,  53.6*,99.99 ,999.9, 110000,
859212,99999, 20160423,   59.0,24,   54.7,24, 9999.9, 0, 9999.9, 0,   5.3,24,   6.6,24,  17.1, 999.9,   64.4*,  57.2*,99.99 ,999.9, 010000,
859212,99999, 20160424,   55.6,24,   51.0,24, 9999.9, 0, 9999.9, 0,   6.1,23,   3.9,24,   8.9, 999.9,   60.8*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20160425,   55.1,23,   47.0,23, 9999.9, 0, 9999.9, 0,   6.2, 5,   3.9,23,  13.0, 999.9,   66.2*,  46.4*, 0.00I,999.9, 000000,
859212,99999, 20160426,   57.9,24,   46.9,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   3.3,24,   7.0, 999.9,   71.6*,  48.2*, 0.00I,999.9, 000000,
859212,99999, 20160427,   55.3,24,   49.3,24, 9999.9, 0, 9999.9, 0,   6.2,14,   2.8,24,   8.9, 999.9,   60.8*,  50.0*, 0.00I,999.9, 000000,
859212,99999, 20160428,   57.0,24,   53.8,24, 9999.9, 0, 9999.9, 0,   6.3,15,   2.2,24,  11.1, 999.9,   66.2*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20160429,   61.7,24,   54.1,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   2.1,24,   8.0, 999.9,   75.2*,  51.8*, 0.00I,999.9, 000000,
859212,99999, 20160430,   66.1,20,   52.5,20, 9999.9, 0, 9999.9, 0, 999.9, 0,   2.5,20,   7.0, 999.9,   78.8*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20160501,   58.8,24,   54.8,24, 9999.9, 0, 9999.9, 0,   5.3,23,   4.3,24,   9.9, 999.9,   62.6*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20160502,   60.9,21,   55.7,21, 9999.9, 0, 9999.9, 0,   5.3,21,   2.7,21,   6.0, 999.9,   69.8*,  57.2*, 0.00I,999.9, 000000,
859212,99999, 20160503,   63.6,15,   56.7,15, 9999.9, 0, 9999.9, 0, 999.9, 0,   2.6,15,  11.1, 999.9,   73.4*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20160504,   56.9,24,   54.9,24, 9999.9, 0, 9999.9, 0,   2.8,22,   4.0,24,   9.9, 999.9,   59.0*,  55.4*, 0.00I,999.9, 000000,
859212,99999, 20160505,   58.8,24,   54.1,24, 9999.9, 0, 9999.9, 0,   5.6,24,   2.9,24,   7.0, 999.9,   62.6*,  55.4*,99.99 ,999.9, 010000,
859212,99999, 20160506,   56.6,24,   52.6,24, 9999.9, 0, 9999.9, 0,   5.0,11,   3.1,24,   8.9, 999.9,   66.2*,  50.0*, 0.00I,999.9, 000000,
859212,99999, 20160507,   54.5,24,   52.0,24, 9999.9, 0, 9999.9, 0,   2.9,14,   1.8,24,   7.0, 999.9,   59.0*,  50.0*, 0.00I,999.9, 100000,
859212,99999, 20160508,   55.3,24,   50.3,24, 9999.9, 0, 9999.9, 0,   6.2,23,   2.5,24,   8.0, 999.9,   66.2*,  48.2*, 0.00I,999.9, 000000,
859212,99999, 20160509,   54.4,24,   51.0,24, 9999.9, 0, 9999.9, 0,   5.4,19,   3.0,24,   9.9, 999.9,   62.6*,  48.2*, 0.00I,999.9, 000000,
859212,99999, 20160510,   58.1,23,   53.4,23, 9999.9, 0, 9999.9, 0,   6.2,23,   1.7,23,   6.0, 999.9,   64.4*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20160511,   56.7,23,   52.5,23, 9999.9, 0, 9999.9, 0,   5.6,22,   5.4,23,  11.1, 999.9,   62.6*,  53.6*,99.99 ,999.9, 010000,
859212,99999, 20160512,   56.5,24,   50.5,24, 9999.9, 0, 9999.9, 0,   6.2, 9,   1.0,24,   5.1, 999.9,   64.4*,  50.0*, 0.00I,999.9, 000000,
859212,99999, 20160513,   57.3,24,   54.0,24, 9999.9, 0, 9999.9, 0,   5.7,24,   1.3,24,   6.0, 999.9,   60.8*,  53.6*, 0.00I,999.9, 000000,
859212,99999, 20160514,   57.8,24,   53.5,24, 9999.9, 0, 9999.9, 0,   3.3,24,   3.4,24,   7.0, 999.9,   66.2*,  55.4*,99.99 ,999.9, 110000,
859212,99999, 20160515,   57.3,24,   53.4,24, 9999.9, 0, 9999.9, 0,   6.2,14,   1.5,24,   7.0, 999.9,   66.2*,  50.0*, 0.00I,999.9, 000000,
