"","x"
"1",8.03047873456907
"2",7.80554462072283
"3",11.0567869022685
"4",10.2751662520436
"5",11.06660318609
"6",13.248659585103
"7",14.164680440376
"8",16.6972305506862
"9",17.3998085429014
"10",17.1942634141844
"11",16.0890296238177
"12",15.5760000886848
"13",15.6252051649635
"14",15.33435261899
"15",13.6806779538135
"16",13.711807523552
"17",13.0332120885359
"18",10.7372090528604
"19",10.3223289282232
"20",11.9662361855887
"21",12.2005371934085
"22",11.730000141346
"23",10.5240257346766
"24",12.5123153556844
"25",9.60031755506721
"26",10.5668484007875
"27",9.53903968983844
"28",10.8799341041601
"29",10.873874019502
"30",11.5616224985661
"31",12.9754897649971
"32",12.5075336552314
"33",13.0191930147566
"34",14.0973813021155
"35",12.6558970152742
"36",12.0008977126246
"37",12.8143302516195
"38",13.7092627162092
"39",12.8776375925351
"40",13.6251155304256
"41",11.8821050574739
"42",13.373538772759
"43",12.6886957277179
"44",12.2503404145088
"45",11.1274588839987
"46",10.0518173655872
"47",9.9159697004302
"48",12.6654078340648
"49",12.5540605541435
"50",10.9466150841129
"51",8.95351873823312
"52",10.3045281011161
"53",11.8923429302784
"54",13.3761794778343
"55",11.3890583042437
"56",12.4903861842001
"57",13.6641400355475
"58",12.1664822471241
"59",14.1723165365934
"60",14.3165617464094
"61",13.0902408355504
"62",13.9187957929644
"63",13.9241655110322
"64",12.065434986584
"65",12.302961565138
"66",9.58224622796856
"67",10.3549188171061
"68",8.65509908336788
"69",8.98555438654117
"70",6.13637658210939
"71",7.89920977910658
"72",7.60064754672974
"73",8.16800769431249
"74",10.2657100120348
"75",10.105344170577
"76",12.243462011905
"77",13.2003257202179
"78",8.49875883167677
"79",8.08093395651484
"80",8.28729796028746
"81",8.41581699045566
"82",10.8978008526318
"83",13.0051051546725
"84",11.6184681949158
"85",12.0894973413304
"86",11.6463449853519
"87",11.5465726573108
"88",11.6738585180452
"89",13.939029098557
"90",13.0433811142585
"91",12.3833686504367
"92",10.134506359893
"93",9.2764802699584
"94",8.73178400377205
"95",11.5252241051224
"96",11.9549521209928
"97",14.3958441909668
"98",15.8402610277285
"99",14.1320601910325
"100",13.6924871817141
"101",13.5940363855695
"102",13.5221542195655
"103",11.8026665618748
"104",11.5391886557822
"105",11.351538836272
"106",9.30649219241621
"107",10.399136285666
"108",11.7856818475674
"109",10.9360705090495
"110",10.158739435381
"111",8.10157842746365
"112",6.83638620498953
"113",7.21471350118087
"114",5.84568269036739
"115",4.37095548383293
"116",4.38330825022125
"117",5.54274668621356
"118",5.20043617375544
"119",4.85904115900787
"120",2.95991881905416
"121",2.56058118197051
"122",3.33263449424986
"123",3.0904578364693
"124",4.38448556009646
"125",3.66946779275017
"126",3.05243004060198
"127",3.28117787099811
"128",3.35075561125877
"129",1.603110680947
"130",4.02334934235701
"131",3.96236406594667
"132",4.03769650638633
"133",4.96829024277817
"134",4.7821411283724
"135",6.39964352166064
"136",6.78706042604884
"137",7.15277907253717
"138",7.60181928228418
"139",7.89123830306035
"140",9.58389280477765
"141",9.70834622633401
"142",9.93646700267298
"143",10.8572742034529
"144",10.8122460261908
