"","x"
"1",7.03028182561521
"2",5.41350737000858
"3",5.12455513539112
"4",6.81570423639189
"5",4.87002174576715
"6",5.47687782980638
"7",5.25134180905201
"8",5.70221270239695
"9",6.30372580872741
"10",6.99203588100563
"11",9.09889278421102
"12",5.94098704971634
"13",3.31123886152661
"14",2.68813241822387
"15",2.22631620911114
"16",2.1448831025577
"17",4.94716048792353
"18",5.61439430209775
"19",6.1622134759167
"20",5.76752855538532
"21",5.92176263672702
"22",6.1921714633494
"23",8.65492044455932
"24",11.8271536938714
"25",11.9130970793908
"26",9.76717130840749
"27",8.82708759546878
"28",9.54306396620274
"29",9.73217194513445
"30",8.51438108512009
"31",8.13751040713824
"32",8.52437239467987
"33",8.84266119844334
"34",6.93603661768186
"35",6.82959347260066
"36",6.50100098451952
"37",8.28903131262729
"38",9.64525499602984
"39",11.1511721790838
"40",11.7258777653232
"41",10.7418201040862
"42",10.7629097782409
"43",11.5576116751858
"44",12.8145948226616
"45",12.3240933115732
"46",9.02760063180081
"47",9.90919351510913
"48",9.5935069882394
"49",10.2401910170866
"50",10.6514602035206
"51",12.5889521274389
"52",12.5394089035368
"53",11.6480606147611
"54",11.1463132957948
"55",11.0718654913088
"56",10.3008727272751
"57",9.04433810133045
"58",8.55021262125406
"59",8.65590671026519
"60",7.37429241098158
"61",6.28716879867447
"62",7.19042997577937
"63",6.66816413736697
"64",8.35810136672127
"65",8.61147717095293
"66",8.99242348866875
"67",9.33503743547708
"68",10.4927285047664
"69",10.9843983165921
"70",9.46649225863901
"71",9.28600329747737
"72",10.0114199480268
"73",10.6495060261485
"74",9.4637191097325
"75",10.363885050055
"76",9.78545327751516
"77",8.209826423287
"78",7.0619707567005
"79",7.02329229175958
"80",8.61227488771339
"81",9.94585677571075
"82",10.9332018029269
"83",9.06881739114963
"84",9.43716408125665
"85",10.0269159801923
"86",9.35762961635663
"87",10.8365897596224
"88",12.0600860987858
"89",12.8250843072153
"90",12.001003816385
"91",11.1000007427988
"92",10.3019765248375
"93",10.3347455379285
"94",8.63841776789931
"95",11.0048920157167
"96",8.60699674194065
"97",9.72556385944327
"98",9.75058502657508
"99",12.0710617372456
"100",12.9130384334069
"101",11.15625309729
"102",11.1599975985403
"103",12.9872033653453
"104",13.672868295775
"105",12.0409044055409
"106",8.47870403628401
"107",8.15069367105121
"108",9.03433444932345
"109",9.1492169258889
"110",7.60770354171639
"111",7.52490425991679
"112",8.2089656922953
"113",8.85729614697098
"114",10.4765652917468
"115",11.6486207400353
"116",12.1259364385573
"117",9.22332113538762
"118",7.63795879644221
"119",10.850376895829
"120",9.50329865971643
"121",10.6222987046492
"122",8.67541802757958
"123",11.0984568063365
"124",10.7893504220233
"125",9.39011652256071
"126",9.36810490645485
"127",9.13861687877326
"128",10.5502614304888
"129",11.5900182900331
"130",11.8403521924844
"131",11.2096011302894
"132",12.360807309382
"133",13.9464099051084
"134",13.2593818934176
"135",12.5700672986383
"136",15.2433436620549
"137",14.0421298288447
"138",12.1613627516153
"139",11.7030418267003
"140",11.8868016185101
"141",12.5371562999756
"142",12.4161305062336
"143",12.6024738481255
"144",10.8841501023329
