"","x"
"1",9.89096394293062
"2",9.21257481958424
"3",9.03720685067467
"4",10.5026207646053
"5",9.96730251332729
"6",10.4298659739667
"7",9.98588126373898
"8",9.62033977309803
"9",9.29240715095107
"10",13.548249339994
"11",16.6343638434238
"12",18.0572552907393
"13",19.5152870502343
"14",17.7792977348662
"15",17.3017990502906
"16",16.7761433460752
"17",16.1611322053069
"18",15.5043814134457
"19",14.6822378151631
"20",14.8246185063169
"21",12.8198599729747
"22",10.7451278805775
"23",10.8870485003397
"24",11.2834766575176
"25",9.72329157560938
"26",11.9964406294488
"27",12.0379465645222
"28",10.8780477150485
"29",10.1683776923268
"30",9.69853229072939
"31",13.2548016633301
"32",15.1538211107741
"33",14.5001563983377
"34",14.4330119540879
"35",13.5113007696481
"36",12.7632799935756
"37",11.9545545530932
"38",12.2682349485803
"39",12.6805881059326
"40",13.4449384237969
"41",14.8329537064641
"42",14.7462703670663
"43",12.8788867664273
"44",12.932543968346
"45",11.4557696658676
"46",11.6452607986086
"47",9.2963750953911
"48",8.43583784968875
"49",8.41053151171668
"50",4.64617789768893
"51",5.98569125545038
"52",7.42476417419941
"53",6.78990839527436
"54",7.86574826375942
"55",8.63502229164061
"56",9.2387310312787
"57",12.0030226001641
"58",11.3006633613609
"59",13.9531976878274
"60",15.3883783831006
"61",13.8660754666689
"62",12.9309554514739
"63",13.1207918161487
"64",14.8752431783791
"65",17.2544314641864
"66",16.616883834071
"67",17.5840881697282
"68",16.5052825797154
"69",17.5967384270058
"70",15.2382145391032
"71",15.5927990761674
"72",13.793646420036
"73",12.4715473352333
"74",11.7735720322436
"75",10.6110098510091
"76",10.2926625635929
"77",10.4894363003647
"78",9.28509324606813
"79",7.2455189677891
"80",9.54723007036216
"81",9.76029324217363
"82",9.48373159660808
"83",9.0032717063188
"84",8.64204782132477
"85",7.41914279066884
"86",7.60292534139261
"87",9.94555153567627
"88",11.0669935482811
"89",10.7503517608514
"90",10.3034021999245
"91",9.35290485859129
"92",11.0966558906066
"93",8.65959219344948
"94",6.34266500695472
"95",6.06996474412925
"96",7.22796496487201
"97",7.53162072771815
"98",7.98017482478422
"99",9.1574788496564
"100",7.44337490542376
"101",5.01638589784477
"102",3.81997653822441
"103",5.28186706669906
"104",5.56599431152301
"105",7.75832590401415
"106",6.56718986165895
"107",7.27132841767754
"108",8.42367007926057
"109",8.03260980266877
"110",9.03815106475712
"111",9.17749152018295
"112",8.82686196213774
"113",10.4624894103027
"114",10.4474274203857
"115",11.6856090715516
"116",10.9837724349243
"117",11.8749516117377
"118",11.7750282032319
"119",13.9739412834857
"120",15.2007477941298
"121",12.9524095394395
"122",14.0133401861088
"123",11.7332780741625
"124",9.93037197737446
"125",7.02411917604128
"126",8.30905638965298
"127",8.45651128013806
"128",9.10884048973997
"129",7.31526030064917
"130",7.54320459458604
"131",7.93214990004364
"132",8.34182102354809
"133",9.25095259619715
"134",6.41169854458135
"135",9.06841122370486
"136",9.68725711795297
"137",11.0904535754266
"138",10.3075676147607
"139",10.7977110721385
"140",11.256076975298
"141",12.8195954838099
"142",12.0862193581535
"143",11.2340451840225
"144",9.85336362674256
